Id,ACTION
1,0.6628164315912917
2,0.9870014103125603
3,1.0
4,0.9991479432935865
5,1.0
6,0.999
7,0.979
8,0.996
9,0.5358139082040982
10,1.0
11,0.8561636279370144
12,0.9935160775234033
13,0.9459593244671245
14,0.9154881320533659
15,0.7674891215047056
16,0.9820445077355922
17,0.8978378845411313
18,0.939976688251441
19,0.9997914961953505
20,0.9737548417765607
21,1.0
22,0.991
23,0.9554408427879637
24,1.0
25,1.0
26,0.9704205772580399
27,0.9670714025842873
28,0.9655218123540926
29,0.9701045154733254
30,0.9865798381886618
31,1.0
32,0.9950447919166558
33,0.9244345728606373
34,0.9673004190042351
35,0.9769609889615003
36,0.9909729559458618
37,0.997790751503855
38,0.9778582074299638
39,0.9004686366431537
40,0.9509221825003863
41,0.9748530193491103
42,0.9877965667035309
43,0.9772730877085921
44,1.0
45,0.9808489715050349
46,0.999
47,0.9977121474499293
48,0.9966193236224586
49,0.999
50,0.9681292571355075
51,0.9252303464893912
52,1.0
53,0.9711934987961357
54,1.0
55,0.998
56,0.9788283460823175
57,0.9741584320592311
58,1.0
59,0.9969930318762007
60,0.9831753556306416
61,1.0
62,0.9490569794838241
63,0.9525633843824105
64,0.9989691938020389
65,0.996
66,0.9579874771210077
67,0.9921231538286753
68,0.9990684958784657
69,0.9537900818024897
70,0.6025248672086266
71,0.9495985613303147
72,0.9876570367149978
73,0.9883682049759266
74,1.0
75,0.99388144802983
76,0.988
77,0.9961157801580762
78,0.813212005280047
79,0.43306725875311725
80,0.9740167859319296
81,0.985133632941384
82,0.9987098769401168
83,0.9751876362356403
84,0.9751042273298957
85,0.9961219506719609
86,0.9827787301139339
87,0.9958955397346412
88,0.9891579480569537
89,1.0
90,0.9286863231188027
91,0.9730733855538974
92,0.9579921770870783
93,0.9892417859228374
94,0.9324875913625262
95,0.9993944315636266
96,0.9568248537260556
97,0.7282619535582212
98,0.9266080183896649
99,0.9962110573540683
100,1.0
101,0.9818466615361932
102,0.523172833209147
103,0.9889572198985529
104,0.9987774133716226
105,0.3013386681284421
106,0.9958454119826745
107,0.9784448765421673
108,0.9505807475320985
109,1.0
110,0.998
111,0.8744936341103817
112,1.0
113,0.979543181823798
114,0.9106130193603539
115,0.9162757679431061
116,1.0
117,1.0
118,0.9950465951154781
119,0.9949174604431923
120,0.9384048608805612
121,0.965
122,0.9918725083410986
123,0.997
124,0.9557417041509192
125,0.9987905591511649
126,0.9847846181051975
127,0.9712442914300168
128,0.9286375311918676
129,0.8810136921968421
130,0.987740061016169
131,0.9929180096748293
132,0.9951679583765445
133,0.9604948275271074
134,0.9571063189517764
135,0.9976483105875921
136,0.9012396832770316
137,0.999
138,0.913233645724012
139,0.8404164961872431
140,1.0
141,0.993
142,0.9779034990763765
143,1.0
144,0.9987001495755551
145,0.9614763801256742
146,0.6996751825271342
147,0.9382414460062849
148,0.9533273794312888
149,1.0
150,0.9879850284035832
151,0.9873505370857933
152,0.8658570198385368
153,0.9984194944956339
154,0.9645004322434216
155,0.9938537094648426
156,0.8924201267211928
157,0.9943078747017894
158,0.9866478531023106
159,0.8035309894272823
160,0.9913970329721714
161,0.48686182024018815
162,0.9705367225533633
163,0.989052905773618
164,0.972614076318016
165,0.9979396206093027
166,0.9888622245567884
167,1.0
168,0.9030488487365106
169,0.999
170,0.996120988756674
171,0.9919777160492741
172,0.9924440782957882
173,0.9860578900790381
174,0.9982476574589675
175,0.994
176,0.9795520374913146
177,0.9101076409346773
178,0.9768113673302293
179,0.9919387932319554
180,0.9808891293783852
181,0.5221518924820839
182,0.983740061016169
183,0.8868948978167258
184,0.9025795013910258
185,0.9989790449240585
186,0.9259201922845643
187,0.9972854287803029
188,0.9842153647499824
189,0.34940843438010893
190,0.9730218560977015
191,1.0
192,0.9755412760276824
193,1.0
194,0.989585627424399
195,0.9692480577450452
196,1.0
197,0.985916276212393
198,0.999
199,0.9944118600850437
200,0.10336322363560405
201,0.9722374792448589
202,0.8942588823085081
203,0.9799506587117087
204,0.9108982870490403
205,0.9130796239261144
206,0.9281770679045273
207,0.995
208,0.985574902879065
209,0.6978631041337826
210,0.550131737726164
211,0.9910639112183224
212,0.9934951128889008
213,0.9996239295416063
214,0.992311925496865
215,0.999
216,0.7348019185238894
217,1.0
218,0.9941989593236799
219,0.9971556491535158
220,0.998
221,0.9640151294014436
222,0.998
223,0.9770393527642361
224,0.9358098335764593
225,0.9977916111910506
226,0.45747486297480927
227,0.8356856389064709
228,0.9984033127814609
229,0.9972259310102738
230,0.997
231,0.9465018125827105
232,0.9107229169484408
233,0.9879663085749396
234,0.22951810554016516
235,0.953307808772766
236,0.7458859464417478
237,1.0
238,0.994
239,0.8923629430625595
240,0.994
241,0.8789340876007319
242,0.9585835717711562
243,0.17183976781956858
244,0.9940398791800681
245,0.9993239994219223
246,0.998
247,0.9930576145402371
248,0.9863416132959356
249,0.999
250,0.9959967786792135
251,0.9796669227971476
252,0.7365493356202168
253,0.9543762789833351
254,0.9860782636640588
255,1.0
256,0.9957386696463338
257,0.9934242743714056
258,0.90064280282332
259,0.987584337830614
260,0.9991972958918357
261,0.9892247408343291
262,0.9805376836372914
263,0.993
264,0.977916513759333
265,0.996
266,0.9399888165967663
267,1.0
268,0.9873775077133217
269,0.9970720728114272
270,0.971844788798627
271,0.9977650765145001
272,0.9544601564852697
273,0.9961570378709451
274,0.9680400486254426
275,0.9140973055818372
276,0.8986516131560338
277,0.9911582958311198
278,0.9765205574939753
279,0.9808184019215319
280,0.993929217075207
281,1.0
282,0.9928563598735987
283,0.9474832596956471
284,0.9522374850307479
285,0.9961416095148926
286,0.8854992700455925
287,0.9706150335436566
288,0.9976359711338394
289,0.9921471321867776
290,0.997
291,0.8081307997140622
292,0.9422272211232873
293,0.99
294,0.9575226191885399
295,0.9545153536271314
296,0.08994032846819594
297,0.2953501604616319
298,0.9781503319873316
299,0.6218107494677065
300,0.9811320537288549
301,0.5969101422950528
302,0.9895494694884376
303,0.9601595827041621
304,0.9671537843888661
305,0.9967914961953505
306,0.993
307,0.9961219506719609
308,0.977
309,0.974
310,0.996
311,0.985
312,0.9933572775806292
313,1.0
314,0.9643269889737479
315,1.0
316,0.9917843826321904
317,0.7860499665020388
318,0.9958140455035915
319,0.999
320,1.0
321,0.9984586767344714
322,0.057985050915320344
323,0.997679633578565
324,0.9975181482608729
325,0.9955311938343403
326,0.9660151294014436
327,0.99
328,0.999
329,0.9762484532326233
330,0.9886138393395315
