Id,ACTION
1,0.9445737860401211
2,0.8932579585925373
3,0.991769925769281
4,0.978163488075074
5,0.9907025165359611
6,0.9869463126424011
7,0.9436098588323875
8,0.9938231481089368
9,0.9595077935145204
10,0.9754417101259409
11,0.9922549467059772
12,0.9878801197670131
13,0.9934563635387693
14,0.6274644080669836
15,0.9866493190051753
16,0.9866890847279786
17,0.3406489001329222
18,0.9542433656606327
19,0.9942010790294468
20,0.9936504024480255
21,0.992145667602761
22,0.9845544232822865
23,0.9922575690854236
24,0.9792510067258873
25,0.9952176148799033
26,0.9751580622928445
27,0.9839012145408681
28,0.9957483847504423
29,0.9913301549842816
30,0.7978035594801808
31,0.9931347968966986
32,0.9875426616859568
33,0.9824795216035362
34,0.9899630432125042
35,0.9892016990370107
36,0.9941203597132475
37,0.986706142721262
38,0.9932878847027136
39,0.9843764471614008
40,0.9851599871049668
41,0.8492832536570575
42,0.991182246508729
43,0.9906431617540672
44,0.9906895504080584
45,0.9905434128378239
46,0.9917575694928308
47,0.9935782918030591
48,0.9924609642404432
49,0.9943023365194268
50,0.982790941856253
51,0.8786799304699489
52,0.9927241401165787
53,0.9233417426068197
54,0.9922070256337377
55,0.9943464874728123
56,0.9925745641442816
57,0.9868491984859459
58,0.9927947469571775
59,0.9887683672436911
60,0.9935990183029425
61,0.9898002264017544
62,0.9939162469835534
63,0.9906416529222574
64,0.9940661213384108
65,0.991906595057096
66,0.9344760979349488
67,0.9844825907822239
68,0.9943136033315316
69,0.9896705560582255
70,0.8431826871105461
71,0.9882095295133535
72,0.9900547486474727
73,0.9950447783488056
74,0.9930716828848734
75,0.9914648995213794
76,0.9888186724987953
77,0.993363069366801
78,0.9060932766159917
79,0.7486281205071406
80,0.9914332574236371
81,0.9936875298177743
82,0.9923503623729182
83,0.9859048158470696
84,0.9907643488084668
85,0.9904476037649443
86,0.9915449663262363
87,0.9861058586852384
88,0.9936743881098458
89,0.9894521392438721
90,0.9711210831203048
91,0.9871362617677419
92,0.7864916090375951
93,0.9888524584501763
94,0.9919107376930683
95,0.9908548212400609
96,0.9960026774608697
97,0.6714673246928561
98,0.9861028105455653
99,0.9900205949082596
100,0.9930227981572903
101,0.9866878339808556
102,0.7311482072902822
103,0.9922639583029081
104,0.9883348397891145
105,0.8817141932744187
106,0.9913000398325316
107,0.9932672088529142
108,0.9924564865600003
109,0.9937194192944772
110,0.9914369418127418
111,0.9706468361067161
112,0.9878827418869722
113,0.9870845221967908
114,0.9912981205655387
115,0.9927096950653732
116,0.9784068651485626
117,0.9126050533383439
118,0.9932352263064977
119,0.993900893769549
120,0.9914818538459407
121,0.9722816129172973
122,0.9921613431784897
123,0.9829433384860928
124,0.9936405733938225
125,0.9915928292947918
126,0.8069642376903496
127,0.9147339988979001
128,0.9819983496298835
129,0.9928839206535361
130,0.9858486259367414
131,0.9915454077083583
132,0.9947565057831828
133,0.9911340216999609
134,0.8758579220453857
135,0.9919158557138579
136,0.9883186442429984
137,0.9930177020831856
138,0.9486364131072413
139,0.9793969997967767
140,0.9939992928583349
141,0.9910151612629166
142,0.9925491013233575
143,0.9935505175753411
144,0.9903200029865753
145,0.9916533911953189
146,0.8631943502110095
147,0.8925178937312713
148,0.9270214730618693
149,0.9929815936127021
150,0.9350170266438992
151,0.9946818566453492
152,0.6770671063125328
153,0.9931612491207519
154,0.9850252103449186
155,0.9910918881122862
156,0.9834883200191301
157,0.9916590510069916
158,0.9936889230867323
159,0.9873809760081104
160,0.9373455213914109
161,0.9696933639450986
162,0.9931915682891332
163,0.9948966105770296
164,0.9880130536844204
165,0.9905411949745078
166,0.993869445383889
167,0.9836502378222984
168,0.9924003976058552
169,0.9849338308582641
170,0.9910739364919005
171,0.9910602658758
172,0.993303697301964
173,0.9882305320470156
174,0.98999316097712
175,0.9893880584202289
176,0.9921900648246584
177,0.9716403513300278
178,0.9896030119662076
179,0.9922186120745705
180,0.9614376049057825
181,0.6573798767816964
182,0.9839379577482854
183,0.9821144904117316
184,0.9883353753042087
185,0.9913295450174626
186,0.67245394911604
187,0.9945106023979013
188,0.9895829409393375
189,0.9336123085592432
190,0.9925312413732976
191,0.9944515429644334
192,0.9939553365227669
193,0.9940687593391964
194,0.9927333698202088
195,0.9868675602733852
196,0.9921363733276758
197,0.9822603552112769
198,0.9804244046089361
199,0.9937717864911786
200,0.624999517839006
201,0.993771683086267
202,0.9878949776873455
203,0.9574352783355211
204,0.9894266165523102
