Id,ACTION
1,0.7194528891898974
2,0.9807628010152145
3,0.9894693823071303
4,0.987686506232229
5,0.9959834008558156
6,0.9916887404849672
7,0.9951377494515454
8,0.9969576112643177
9,0.8802244332790328
10,0.9904784000361083
11,0.9875052096318859
12,0.9710831882905195
13,0.9859149657557321
14,0.950866537809665
15,0.9750429049470856
16,0.9697581187091491
17,0.7436526140754399
18,0.9882151062670761
19,0.997084343735764
20,0.9867127928154401
21,0.9960186323689146
22,0.9974395919740873
23,0.9846823668525055
24,0.9759462070147784
25,0.9984616981187633
26,0.9654114063113383
27,0.9744970896883262
28,0.9876894074167177
29,0.9936829279203684
30,0.9082706808029521
31,0.9943912881326379
32,0.9881641931019209
33,0.9652859896064157
34,0.9813278789714549
35,0.9923096498742314
36,0.990361128945668
37,0.9694471117504414
38,0.9938023576557441
39,0.9721479516537138
40,0.9447554642597403
41,0.9876269652191034
42,0.9934782023898625
43,0.9892571003681604
44,0.9937141053264432
45,0.9731333919590024
46,0.9878987067207307
47,0.9930368486366576
48,0.9857213013748529
49,0.9966604665353632
50,0.9931133025451311
51,0.9908063569069427
52,0.9851879852201647
53,0.9865379767514373
54,0.99619316024138
55,0.9775283865547589
56,0.9937579345868864
57,0.9866908300005464
58,0.9951976102475372
59,0.9908986364821529
60,0.9946131602355873
61,0.9970324356313617
62,0.99658887747063
63,0.978780809682462
64,0.9901982555820803
65,0.996083153090836
66,0.9901393279044565
67,0.978329349791002
68,0.9950792226840924
69,0.9291927295750819
70,0.31544749362036384
71,0.9863350366259375
72,0.982820459423949
73,0.9882932471152345
74,0.995206727959056
75,0.9953425333636075
76,0.9938522853800608
77,0.9915220434721053
78,0.9594452488480213
79,0.7923392827116919
80,0.9953000839611476
81,0.98172730280213
82,0.9939715295114521
83,0.9903485636477705
84,0.9940034744802356
85,0.9943788495979523
86,0.9834407589158087
87,0.9887750164426493
88,0.9942982833019411
89,0.9954112647135499
90,0.8523473008549595
91,0.9738444697885027
92,0.9799630990258273
93,0.9943617535542724
94,0.9800568757783921
95,0.9943950101039383
96,0.9941477871481621
97,0.3805212065996926
98,0.9634399075899525
99,0.9869166686403301
100,0.9969996733260766
101,0.9803457010269486
102,0.6974486114020011
103,0.9903618249977492
104,0.9717923500003542
105,0.27801877307997763
106,0.9952086323640704
107,0.992972503330203
108,0.9896542330323661
109,0.9976991565718424
110,0.9895104827481557
111,0.7136131348210379
112,0.9912194027000171
113,0.969119573768518
114,0.975964760690088
115,0.9942009940063189
116,0.9827280786383967
117,0.9850257713523772
118,0.9909087457537499
119,0.995550649624094
120,0.9961446458158318
121,0.9165223250323588
122,0.9834353520826227
123,0.987737843250874
124,0.9940071342387895
125,0.9954355995810814
126,0.9925283711409317
127,0.9037447665818855
128,0.922790362668716
129,0.9743119230604647
130,0.9817475603736914
131,0.9956317595387537
132,0.9963527391237829
133,0.9940216647522028
134,0.9258434829645489
135,0.9968634921165964
136,0.9002491420904334
137,0.9958388846726212
138,0.9590824480217001
139,0.9208387359900688
140,0.9893610311369673
141,0.9935813108859525
142,0.9813888091888392
143,0.9875353882074327
144,0.9940114775283763
145,0.997646993209233
146,0.926687049306033
147,0.9495093866759214
148,0.9343630753424763
149,0.9899088693612839
150,0.9765092008309748
151,0.9882334718664946
152,0.7218312256235188
153,0.989236607781624
154,0.9755072619086335
155,0.9930269091215927
156,0.9801129924822443
157,0.9911224288054938
158,0.9822548818169988
159,0.7378571999404592
160,0.9741091627918937
161,0.9141736873516564
162,0.9939002384558022
163,0.9932319630176307
164,0.9882144095733558
165,0.9931437196323454
166,0.9955353574673532
167,0.9698604529084005
168,0.9925162048447093
169,0.991780533714467
170,0.9965197604342088
171,0.9816834508937102
172,0.9919109548018026
173,0.9736395081888787
174,0.9908679072220257
175,0.9948396398537244
176,0.9946794763192582
177,0.9508221886545546
178,0.9951152620914245
179,0.9955882699813202
180,0.942114208566029
181,0.3066481969084187
182,0.9747187897766435
183,0.6506094066495428
184,0.9743255230714003
185,0.996034165582597
186,0.9856972540412655
187,0.994828827087755
188,0.9875540383313648
189,0.36554950330645103
190,0.9956130868180132
191,0.9979799702174821
192,0.9760442566279404
193,0.9968937558457357
194,0.9897758999458879
195,0.9602009714033128
196,0.9980148307711607
197,0.9938235599329015
198,0.981508373258416
199,0.9860112946725186
200,0.4934513549920596
201,0.9604356206189759
202,0.9817751418088349
203,0.9808493404419811
204,0.9020088848409624
205,0.969382841845651
206,0.975426247083391
207,0.9951712741288838
208,0.9963761760836255
209,0.7884234375542741
210,0.7703525351146993
211,0.9722841796965723
212,0.9801236172155189
213,0.9926770136508714
214,0.9348640733648228
215,0.9890075819707962
216,0.9603130311775523
217,0.9901650734552447
218,0.9911465176471519
219,0.9782772370420891
