Id,ACTION
1,0.469200520099297
2,0.3149308981303034
3,0.9373601331844864
4,0.8049459337760604
5,0.9320995850334381
6,0.8978771357933675
7,0.5203096005780028
8,0.9600210916308175
9,0.5921048152364128
10,0.7663768655552553
11,0.9398548013487867
12,0.8994656420735846
13,0.9525193492363636
14,0.04647568633339217
15,0.8888385294706055
16,0.8891667379070103
17,0.008196750095215258
18,0.5846661184733937
19,0.9617019975522626
20,0.9555887234310333
21,0.9384125438988563
22,0.8707180850842734
23,0.9428994366246333
24,0.8028922024082409
25,0.9694272269467864
26,0.753847553865139
27,0.8548803536100915
28,0.9701236577185701
29,0.9353739856046839
30,0.13342120633564455
31,0.9496282632438517
32,0.893642086392421
33,0.8080460963430557
34,0.9229991065074334
35,0.9105287594007507
36,0.9612716898224036
37,0.8881573592291547
38,0.9464565092767624
39,0.8487666085518991
40,0.8678326617223405
41,0.18732874116534173
42,0.9369895521073829
43,0.9212599986177581
44,0.9300210860700623
45,0.9264156251913517
46,0.9308795279108166
47,0.9582171437682381
48,0.9401536426168293
49,0.9627500978230894
50,0.8292264057193349
51,0.26857814484143877
52,0.9460613397377832
53,0.4096998469439989
54,0.9464383644491349
55,0.957589444030145
56,0.944797045604984
57,0.8893556227551979
58,0.9503054620726459
59,0.9098601560736495
60,0.9576293874270314
61,0.9220016323911648
62,0.9558027747075188
63,0.9174649156796659
64,0.9599059219261415
65,0.9371321917209908
66,0.49634258826902894
67,0.8684060024343655
68,0.9641338669821564
69,0.9124974144776871
70,0.17575663870989972
71,0.9042312536457546
72,0.9275700536170789
73,0.9690946422650325
74,0.949116942553046
75,0.9380291567643722
76,0.9129872146000891
77,0.9532494430492459
78,0.3347554380843947
79,0.07515512568253332
80,0.9307474786365726
81,0.9589198804318058
82,0.9404899102895469
83,0.8804344660744412
84,0.9303205540263406
85,0.9226879096424525
86,0.9333027616412368
87,0.8802833817922514
88,0.9550526835268324
89,0.9181022712254072
90,0.7023195309064795
91,0.890375042740239
92,0.12337939611808735
93,0.9122948605650788
94,0.9344403633445728
95,0.9268945423215474
96,0.9751772003618815
97,0.059576695889880696
98,0.8771839073598029
99,0.9264754566774799
100,0.9494212438657288
101,0.8841558409237759
102,0.06485866405187486
103,0.9397360622675194
104,0.8898886068700855
105,0.2510991699316566
106,0.9351629912925457
107,0.9550229772675903
108,0.9407630564278712
109,0.956835247505798
110,0.9322186121083834
111,0.7200362163319581
112,0.9010540075638387
113,0.8868042915551384
114,0.930696603492959
115,0.9462572234610332
116,0.7998134274854471
117,0.3752227954569781
118,0.954681576733205
119,0.9591031675358352
120,0.9381604297728742
121,0.7431561256471017
122,0.9421186362744872
123,0.8256827347073767
124,0.9564745574367938
125,0.9379128084523952
126,0.1444003546019435
127,0.3152049149018285
128,0.8258444821608227
129,0.9481917411761435
130,0.8708214581527456
131,0.9393481861175724
132,0.9661628772121477
133,0.9280838010757794
134,0.23592218028661688
135,0.939165617712956
136,0.8955989519406277
137,0.9488382173072099
138,0.5467763356826034
139,0.7967794548940675
140,0.9614823431457031
141,0.9283740329811309
142,0.9458163922459074
143,0.955214148025847
144,0.9270797641397712
145,0.9411517229784335
146,0.1588145510518748
147,0.26667326409881664
148,0.42879261202188884
149,0.952641921915197
150,0.4816973059573699
151,0.9656435214921189
152,0.04922686351035875
153,0.9495794715907048
154,0.864215271462522
155,0.9275970329856265
156,0.8489456199526125
157,0.9347258410855436
158,0.9568894369269063
159,0.8968323648775889
160,0.49665395080059305
161,0.6700648156676937
162,0.9526897936699241
163,0.9679264397141095
164,0.8947640609119566
165,0.927616137892446
166,0.9606017350637264
167,0.8506191602513167
168,0.9407821758359678
169,0.8711625556335515
170,0.9322045037307032
171,0.9333754450478087
172,0.9550027770003231
173,0.9053831287875487
174,0.9236309571676538
175,0.9185974023177859
176,0.9448144996397122
177,0.724658907245122
178,0.9198066390554254
179,0.9390435798957307
180,0.6063530243827031
181,0.05101861017318214
182,0.8503011795315457
183,0.8428422487598256
184,0.8950061559326484
185,0.9360688615502826
186,0.06783106609896
187,0.9642276426138856
188,0.910676095963335
189,0.4438034650197946
190,0.9453120878181488
191,0.9652391609679098
192,0.9576011307732403
193,0.9614652494020002
194,0.9466329767599476
195,0.8876185420906963
196,0.9446838571258162
197,0.8404201563311632
198,0.8233321606567795
199,0.9580208265004979
200,0.04948581420643166
201,0.9566567904536415
202,0.8991214031299749
203,0.5802425431739403
204,0.9111349546392129
205,0.9418395406116741
206,0.9293292618299988
207,0.9489678848549135
208,0.9355470358136133
209,0.16166047743247947
210,0.5563534563870202
211,0.7463217823706514
212,0.8989903462113549
213,0.9329346240528548
214,0.8779968768683584
215,0.9303314240923519
216,0.8502678509060105
