Id,ACTION
1,0.750082
2,0.989961
3,0.9994635
4,0.9810387
5,0.99927765
6,0.9994337
7,0.99456245
8,0.99984276
9,0.851547
10,0.9988939
11,0.97615606
12,0.98585135
13,0.99007505
14,0.9592823
15,0.93079484
16,0.9912636
17,0.8476691
18,0.86654043
19,0.99523747
20,0.9981572
21,0.99850464
22,0.999371
23,0.8960892
24,0.99583364
25,0.988995
26,0.95509535
27,0.9833009
28,0.93891895
29,0.95933855
30,0.8804309
31,0.9871494
32,0.9851725
33,0.99378043
34,0.9814233
35,0.99756646
36,0.99284995
37,0.9989617
38,0.9981414
39,0.9634343
40,0.9608385
41,0.99482536
42,0.99939394
43,0.99662906
44,0.99334735
45,0.9971324
46,0.984518
47,0.999705
48,0.9801237
49,0.9998373
50,0.9978981
51,0.9408057
52,0.98931587
53,0.9787007
54,0.99890256
55,0.9979061
56,0.9956845
57,0.9782835
58,0.9989297
59,0.99412787
60,0.99707484
61,0.9990471
62,0.9975435
63,0.9896271
64,0.9996006
65,0.9998995
66,0.9974874
67,0.9700844
68,0.9981893
69,0.96112853
70,0.89672995
71,0.9746585
72,0.99273247
73,0.9959848
74,0.99737525
75,0.99676657
76,0.9937709
77,0.995874
78,0.87332845
79,0.43322802
80,0.9964259
81,0.98217
82,0.9931652
83,0.99853694
84,0.9907967
85,0.978
86,0.97262776
87,0.9908103
88,0.9895313
89,0.9991037
90,0.8290623
91,0.98593485
92,0.9463202
93,0.99754745
94,0.9879667
95,0.9979632
96,0.9941446
97,0.57625633
98,0.9942978
99,0.99256
100,0.9998373
101,0.9472305
102,0.46185532
103,0.9860577
104,0.9935794
105,0.64592105
106,0.9978569
107,0.99630344
108,0.97563565
109,0.9993123
110,0.99760604
111,0.8293731
112,0.992904
113,0.9808601
114,0.9978624
115,0.7928737
116,0.93243885
117,0.99434584
118,0.9980081
119,0.999754
120,0.97702813
121,0.87222534
122,0.9953011
123,0.984495
124,0.9657657
125,0.9971107
126,0.9250018
127,0.92773974
128,0.9356803
129,0.9415529
130,0.9980444
131,0.99563015
132,0.9972596
133,0.98821914
134,0.94484067
135,0.9982132
136,0.8037753
137,0.98404783
138,0.9848396
139,0.8516387
140,0.99937016
141,0.9978988
142,0.9963284
143,0.9970841
144,0.9989588
145,0.99738675
146,0.75404453
147,0.9579035
148,0.7237677
149,0.99418503
150,0.99722785
151,0.979556
152,0.9644101
153,0.98448837
154,0.74709386
155,0.9856682
156,0.94489163
157,0.98234934
158,0.9840618
159,0.9257298
160,0.9863172
161,0.6807458
162,0.99840456
163,0.9972389
164,0.9810085
165,0.99341065
166,0.9983741
167,0.9796641
168,0.91388035
169,0.98054725
170,0.99928254
171,0.99196106
172,0.9983841
173,0.96696335
174,0.9984572
175,0.9799253
176,0.9970831
177,0.8779257
178,0.9975325
179,0.9995889
180,0.95567954
181,0.15684974
182,0.9857335
183,0.95959204
184,0.6807368
185,0.97168535
186,0.9574101
187,0.97539616
188,0.98652655
189,0.5918667
190,0.98070407
191,0.99970835
192,0.9549591
193,0.99928373
194,0.99777585
195,0.9550689
196,0.9995048
197,0.9807567
198,0.9925149
199,0.9872685
200,0.46852604
201,0.99607134
202,0.99223584
203,0.99454236
204,0.96514153
205,0.99968827
206,0.9751033
207,0.99679214
208,0.9868528
209,0.7877944
210,0.8393216
211,0.9854211
212,0.99412656
213,0.99985945
214,0.97035193
215,0.9768405
216,0.9712272
217,0.9920968
218,0.9963858
219,0.9972535
220,0.97526914
221,0.7762962
222,0.9983499
223,0.9981968
224,0.92852175
225,0.9922218
226,0.7662824
227,0.9634685
228,0.9931416
229,0.99954396
230,0.9963791
231,0.9797244
232,0.94612837
233,0.9055408
234,0.35471222
235,0.9669789
236,0.9257171
237,0.99644357
238,0.9953876
239,0.9485812
240,0.9963296
241,0.9780287
242,0.9052468
243,0.26458675
244,0.9946733
245,0.9936832
246,0.9992448
247,0.9659524
248,0.9731311
249,0.9973513
250,0.99764663
251,0.99438065
252,0.7891477
253,0.9991084
254,0.9995987
255,0.9982248
256,0.96347433
257,0.9793377
258,0.8316606
259,0.980309
260,0.99940705
261,0.9991721
262,0.99390453
263,0.97044253
264,0.9939658
265,0.99628025
266,0.96689343
267,0.99034905
268,0.9730727
269,0.99834394
270,0.9708241
271,0.9899603
272,0.9301885
273,0.99937624
274,0.7427984
275,0.99826956
276,0.89829147
277,0.9969469
278,0.9990578
279,0.9986162
280,0.95504487
281,0.9987901
282,0.994803
283,0.9947941
284,0.895583
285,0.9966169
286,0.8618586
287,0.9991904
288,0.98659384
289,0.9959454
290,0.99950266
291,0.6731854
292,0.8609145
293,0.99481285
294,0.99582845
295,0.991987
296,0.3890076
297,0.7527713
298,0.98646146
299,0.8176946
300,0.986865
301,0.80211633
302,0.98694533
303,0.7374528
304,0.91326725
305,0.9988844
306,0.96768445
307,0.98197097
308,0.9997009
309,0.88932484
310,0.94056106
311,0.99792635
312,0.99942833
313,0.9815679
314,0.9917116
315,0.99763346
316,0.9879965
317,0.96600735
318,0.9971897
319,0.88098943
320,0.99790335
321,0.98049074
322,0.3340316
323,0.99777573
324,0.9946167
325,0.9889368
326,0.79622614
327,0.9993881
328,0.9934576
329,0.99265224
330,0.9967514
331,0.99320894
332,0.99545527
333,0.99617815
334,0.9377019
335,0.9946571
336,0.9772613
337,0.9960116
338,0.9760527
339,0.93250126
340,0.9857125
341,0.98709935
342,0.9939528
343,0.98302275
344,0.9951866
345,0.99949193
346,0.98468256
347,0.95488954
348,0.96855515
349,0.9964714
350,0.9097261
351,0.98940176
352,0.99981636
353,0.9933744
354,0.8921043
355,0.9558971
356,0.9950576
357,0.9588584
358,0.9885182
359,0.96029764
360,0.16722077
361,0.99425066
362,0.9942198
363,0.98921317
364,0.8539326
365,0.99879044
366,0.99683553
367,0.98780096
368,0.9953218
369,0.8675149
370,0.9831497
371,0.9934301
372,0.9194029
373,0.87072283
374,0.14645857
375,0.9563052
376,0.9990233
377,0.6134527
378,0.98503995
379,0.9868636
380,0.83610266
381,0.9784944
382,0.99362904
383,0.99957615
384,0.9990257
385,0.96461153
386,0.98787063
387,0.98929137
388,0.9984499
389,0.9894583
390,0.9954205
391,0.97887796
392,0.99747425
393,0.981311
394,0.99388206
395,0.79874873
396,0.9937895
397,0.99894685
398,0.9869616
399,0.99537176
400,0.9947919
401,0.9964224
402,0.97834295
403,0.9845756
404,0.9296132
405,0.99955136
406,0.99699724
407,0.9832864
408,0.9975414
409,0.99807453
410,0.9971999
411,0.9968593
412,0.90783286
413,0.85337484
414,0.9926191
415,0.9914118
416,0.9805399
417,0.99965346
418,0.9913572
419,0.9927126
420,0.98975706
421,0.9977986
422,0.99009234
423,0.98389935
424,0.9617382
425,0.96964675
426,0.9904749
427,0.9908602
428,0.96110773
429,0.99180377
430,0.9990522
431,0.99777395
432,0.99234444
433,0.96685475
434,0.92899466
435,0.99638844
436,0.9998342
437,0.9926723
438,0.08231049
439,0.98153114
440,0.4125727
441,0.9860858
442,0.9956403
443,0.99799985
444,0.99398696
445,0.8746313
446,0.9893702
447,0.6885754
448,0.9994437
449,0.99690264
450,0.93835473
451,0.75323826
452,0.96783835
453,0.99829537
454,0.9953204
455,0.9539817
456,0.9949528
457,0.99841046
458,0.9584094
459,0.9995396
460,0.62345314
461,0.881258
462,0.99952996
463,0.9669909
464,0.99412787
465,0.98309314
466,0.9984004
467,0.15179183
468,0.9679432
469,0.9678312
470,0.9968162
471,0.99413306
472,0.9666707
473,0.9769974
474,0.99689436
475,0.99307597
476,0.9988061
477,0.9905267
478,0.9975127
479,0.999411
480,0.9995284
481,0.9992505
482,0.9936399
483,0.9983228
484,0.99542856
485,0.981509
486,0.9630695
487,0.9955848
488,0.97466815
489,0.9983045
490,0.97524923
491,0.98669434
492,0.99730575
493,0.9172598
494,0.99752694
495,0.9867682
496,0.99424005
497,0.9934048
498,0.9954419
499,0.99079764
500,0.97060657
501,0.91740406
502,0.90459687
503,0.9783376
504,0.9947383
505,0.98910064
506,0.99270284
507,0.99907327
508,0.9972338
509,0.99498874
510,0.20394161
511,0.97949
512,0.99675864
513,0.99808586
514,0.84598094
515,0.991695
516,0.9983822
517,0.99250484
518,0.9066833
519,0.9653329
520,0.949826
521,0.99959403
522,0.9462798
523,0.9980567
524,0.13087231
525,0.94473416
526,0.5113865
527,0.98899007
528,0.99563426
529,0.96281385
530,0.99990284
531,0.97586286
532,0.9874091
533,0.99823713
534,0.9938427
535,0.99413586
536,0.9963922
537,0.99973637
538,0.99711835
539,0.95406216
540,0.9748915
541,0.99669915
542,0.9776858
543,0.9556263
544,0.9942332
545,0.9949399
546,0.9983467
547,0.62277883
548,0.872182
549,0.95569116
550,0.98070633
551,0.9841891
552,0.9887523
553,0.9939383
554,0.9990602
555,0.99438417
556,0.9750547
557,0.9879354
558,0.96273315
559,0.9790349
560,0.97469103
561,0.99959797
562,0.99119544
563,0.99044776
564,0.7026754
565,0.99285334
566,0.99228364
567,0.9179523
568,0.98876894
569,0.9615934
570,0.9640077
571,0.7363214
572,0.9990522
573,0.5798389
574,0.66952944
575,0.99918324
576,0.9973768
577,0.9824139
578,0.9854769
579,0.9204574
580,0.997235
581,0.9983078
582,0.9907175
583,0.99537885
584,0.9923906
585,0.9971438
586,0.99629456
587,0.98189396
588,0.9702757
589,0.9973876
590,0.9508431
591,0.9854614
592,0.9945695
593,0.8041524
594,0.9723776
595,0.9998808
596,0.9936931
597,0.99953985
598,0.9802064
599,0.9391363
600,0.8943099
601,0.97956526
602,0.96206784
603,0.99854976
604,0.88854647
605,0.99671906
606,0.99647814
607,0.9831387
608,0.9972721
609,0.98974705
610,0.93677706
611,0.9961074
612,0.98149395
613,0.97781926
614,0.6350418
615,0.99727744
616,0.62456626
617,0.9578265
618,0.99557257
619,0.99060506
620,0.99797624
621,0.9832965
622,0.95474756
623,0.97870505
624,0.94191605
625,0.9916317
626,0.9978397
627,0.99891937
628,0.9900759
629,0.99941254
630,0.9978173
631,0.9923119
632,0.9467789
633,0.9967456
634,0.98881286
635,0.98275304
636,0.973624
637,0.9926872
638,0.95896363
639,0.9961546
640,0.99274606
641,0.99635553
642,0.983941
643,0.9660136
644,0.99916244
645,0.9993767
646,0.8491214
647,0.98963344
648,0.92572826
649,0.98592585
650,0.95127475
651,0.98233485
652,0.99978524
653,0.5895189
654,0.9749042
655,0.95973873
656,0.9849727
657,0.98794264
658,0.99330515
659,0.9942021
660,0.9935154
661,0.9933553
662,0.973866
663,0.9815153
664,0.98530585
665,0.8074525
666,0.33320564
667,0.94118047
668,0.9900221
669,0.9641408
670,0.65383464
671,0.976777
672,0.9657817
673,0.6677649
674,0.96534216
675,0.9903132
676,0.9649447
677,0.9966067
678,0.9915098
679,0.9873105
680,0.9883503
681,0.8261596
682,0.89459497
683,0.9969453
684,0.9789708
685,0.99350995
686,0.9688296
687,0.9864863
688,0.91477007
689,0.99200916
690,0.996252
691,0.99978787
692,0.9619392
693,0.89241034
694,0.9294393
695,0.99581015
696,0.9511221
697,0.9994443
698,0.9886043
699,0.9990324
700,0.961525
701,0.9347408
702,0.9962369
703,0.9767721
704,0.98936427
705,0.9562375
706,0.96645844
707,0.96304643
708,0.9960485
709,0.99449956
710,0.9981925
711,0.96853447
712,0.976938
713,0.99752945
714,0.9965224
715,0.99384886
716,0.9594518
717,0.99023986
718,0.9865144
719,0.9763678
720,0.99511445
721,0.97679764
722,0.9496188
723,0.9921909
724,0.98429245
725,0.988081
726,0.9236489
727,0.99665403
728,0.99679726
729,0.94876295
730,0.94255155
731,0.93215495
732,0.99959356
733,0.9998554
734,0.99871063
735,0.97174597
736,0.6693936
737,0.9629783
738,0.9991904
739,0.9911084
740,0.9990741
741,0.9979499
742,0.9853961
743,0.99724376
744,0.99943393
745,0.9989882
746,0.99516004
747,0.9909766
748,0.9953555
749,0.9957652
750,0.9970964
751,0.9916644
752,0.9738927
753,0.8990488
754,0.9957975
755,0.99053943
756,0.9694782
757,0.9974865
758,0.9926329
759,0.98872644
760,0.9898726
761,0.993189
762,0.96206516
763,0.87437314
764,0.98116255
765,0.99677426
766,0.9876292
767,0.99441236
768,0.99708194
769,0.9967618
770,0.9869468
771,0.9983998
772,0.9767079
773,0.9977768
774,0.99832636
775,0.97289634
776,0.8523601
777,0.9915794
778,0.9922167
779,0.9994848
780,0.94390357
781,0.84150285
782,0.99604875
783,0.996779
784,0.9818465
785,0.8838311
786,0.97106856
787,0.9978398
788,0.95366985
789,0.9877521
790,0.9361919
791,0.9539399
792,0.9988335
793,0.9133087
794,0.96746695
795,0.96837413
796,0.9703091
797,0.986904
798,0.9975284
799,0.97038585
800,0.98739374
801,0.9986551
802,0.98742896
803,0.974796
804,0.9912599
805,0.9980026
806,0.9942247
807,0.933342
808,0.9776058
809,0.99587554
810,0.99060506
811,0.9938075
812,0.4529376
813,0.99165934
814,0.99702865
815,0.656297
816,0.9967618
817,0.9985415
818,0.96694416
819,0.9701321
820,0.979387
821,0.99425006
822,0.99550927
823,0.9993789
824,0.9939466
825,0.99947006
826,0.94429183
827,0.9979578
828,0.99632096
829,0.9910062
830,0.989131
831,0.8854953
832,0.99768496
833,0.9776578
834,0.9936372
835,0.999003
836,0.9955526
837,0.9235643
838,0.99623775
839,0.917032
840,0.9818258
841,0.9697964
842,0.9987766
843,0.99554837
844,0.99828595
845,0.9889742
846,0.9938962
847,0.9969656
848,0.9965139
849,0.97595847
