Id,ACTION
1,0.99572563
2,0.99990857
3,0.99997914
4,0.9995041
5,0.99994314
6,0.99995434
7,0.95376605
8,0.99999285
9,0.99833053
10,0.9995043
11,0.99995863
12,0.9992317
13,0.99994993
14,0.4836744
15,0.98909634
16,0.9989874
17,0.17382228
18,0.85618764
19,0.99997973
20,0.99994016
21,0.99995947
22,0.99955684
23,0.9999095
24,0.9991998
25,0.9999887
26,0.93481016
27,0.999042
28,0.9999465
29,0.99957985
30,0.8061726
31,0.9999833
32,0.99947494
33,0.9999572
34,0.9998264
35,0.9995554
36,0.9999733
37,0.9991304
38,0.9999504
39,0.9990571
40,0.9989504
41,0.6462135
42,0.99984014
43,0.99950826
44,0.99994564
45,0.9999584
46,0.999353
47,0.99998796
48,0.9999635
49,0.9999893
50,0.99998045
51,0.981725
52,0.99996996
53,0.99824536
54,0.9999747
55,0.99998045
56,0.99785584
57,0.99944955
58,0.99990916
59,0.99883705
60,0.99997735
61,0.9999243
62,0.99997497
63,0.99996674
64,0.99998224
65,0.9999714
66,0.99918455
67,0.99948585
68,0.99999154
69,0.9994721
70,0.7175795
71,0.99975914
72,0.99969065
73,0.9999887
74,0.9999783
75,0.999742
76,0.99944407
77,0.9998004
78,0.99527514
79,0.9857777
80,0.9998485
81,0.99997544
82,0.9999726
83,0.9810879
84,0.99988997
85,0.9997204
86,0.9706699
87,0.9998567
88,0.9999752
89,0.999972
90,0.99459404
91,0.9998889
92,0.593349
93,0.9999043
94,0.99964666
95,0.9996107
96,0.9999907
97,0.5478624
98,0.994911
99,0.9996301
100,0.9999646
101,0.99846834
102,0.39162618
103,0.9999783
104,0.99935347
105,0.9938438
106,0.99964166
107,0.99998033
108,0.9999739
109,0.9999751
110,0.99977285
111,0.8649711
112,0.9995466
113,0.99910116
114,0.9999676
115,0.9999788
116,0.99937433
117,0.99609476
118,0.999813
119,0.9999604
120,0.9998455
121,0.94716614
122,0.9999777
123,0.99857664
124,0.99998903
125,0.99962306
126,0.9929137
127,0.8525859
128,0.9373265
129,0.9999324
130,0.9985253
131,0.9998215
132,0.9999918
133,0.9997851
134,0.99569184
135,0.9999887
136,0.99853766
137,0.99998
138,0.99805886
139,0.90475816
140,0.9999945
141,0.9988545
142,0.9991399
143,0.9999635
144,0.9999708
145,0.9999734
146,0.997012
147,0.73571265
148,0.5767893
149,0.9999747
150,0.9998605
151,0.9999894
152,0.5160377
153,0.999972
154,0.99919397
155,0.9996586
156,0.95608604
157,0.9997805
158,0.99998534
159,0.95836365
160,0.9998448
161,0.9991906
162,0.99997234
163,0.9999616
164,0.9991115
165,0.99902177
166,0.9999902
167,0.9562423
168,0.9999746
169,0.99992025
170,0.99953866
171,0.999941
172,0.9999702
173,0.99891555
174,0.9998184
175,0.9999752
176,0.99997413
177,0.8533264
178,0.9993845
179,0.99996066
180,0.998872
181,0.9932981
182,0.995675
183,0.9187589
184,0.9991381
185,0.9999449
186,0.9968003
187,0.9999863
188,0.99847907
189,0.5486105
190,0.99995255
191,0.99999154
192,0.9999387
193,0.99998283
194,0.99994135
195,0.99917704
196,0.99976903
197,0.9991725
198,0.9992822
199,0.9999908
200,0.9944296
201,0.99997747
202,0.9960517
203,0.9982949
204,0.9992169
205,0.99997747
206,0.99955267
207,0.9999771
208,0.9999577
209,0.7434944
210,0.8749396
211,0.8974782
212,0.9999807
213,0.9999747
214,0.99995744
215,0.99993
216,0.9970714
217,0.9463042
218,0.99995077
219,0.9999342
220,0.9664383
221,0.13259764
222,0.99997425
223,0.9992418
224,0.9999685
225,0.885129
226,0.9941022
227,0.99907744
228,0.9999796
229,0.9999677
230,0.99962795
231,0.9999256
232,0.9991949
233,0.9993168
234,0.1987116
235,0.9953447
236,0.95081973
237,0.9601573
238,0.99901915
239,0.98113924
240,0.99989915
241,0.9391373
242,0.42354763
243,0.964576
244,0.9997323
245,0.99950004
246,0.9999746
247,0.99945
248,0.99916756
249,0.99785894
250,0.99997306
251,0.9997359
252,0.55947816
253,0.99883693
254,0.99977595
255,0.99997234
256,0.99932194
257,0.9999919
258,0.9989436
259,0.99723524
260,0.9998827
261,0.9700981
262,0.9998041
263,0.99999
264,0.9999566
265,0.99996376
266,0.99996996
267,0.8372716
268,0.9999589
269,0.9008736
270,0.9999814
271,0.9996587
272,0.9995701
273,0.99967015
274,0.5466266
275,0.9999902
276,0.99982065
277,0.9979487
278,0.9999521
279,0.9975789
280,0.66930926
281,0.99995315
282,0.99996865
283,0.7635804
284,0.9986951
285,0.9999882
286,0.99884206
287,0.99998796
288,0.99996364
289,0.99997437
290,0.9995751
291,0.3810856
292,0.7895686
293,0.99996734
294,0.9989981
295,0.99072367
296,0.9752364
297,0.5919823
298,0.9534726
299,0.5627084
300,0.99976045
301,0.9875607
302,0.9999906
303,0.9930815
304,0.99644417
305,0.9998636
306,0.9997969
307,0.9997204
308,0.9999896
309,0.99615884
310,0.9994686
311,0.9998627
312,0.9998337
313,0.9999726
314,0.99993956
315,0.9999783
316,0.9997931
317,0.86833054
318,0.9998876
